;fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality;;;;;;;;;;;;;;;;;;;;;;;;;
975;07.янв;0.13;0.38;01.авг;0.046;14;114;0.9925;мар.32;0.9;11.июл;6;;;;;;;;;;;;;;;;;;;;;;;;;
976;07.июн;0.3;0.25;04.мар;0.054;22;111;0.9956;03.дек;0.49;09.фев;5;;;;;;;;;;;;;;;;;;;;;;;;;
977;06.июн;0.13;0.3;04.сен;0.058;47;131;0.9946;мар.51;0.45;10.мар;6;;;;;;;;;;;;;;;;;;;;;;;;;
978;06.май;0.14;0.33;07.июн;0.05;53;189;0.9966;мар.25;0.49;08.июн;5;;;;;;;;;;;;;;;;;;;;;;;;;
979;07.июл;0.28;0.33;06.июл;0.037;32;155;0.9951;мар.39;0.62;10.июл;7;;;;;;;;;;;;;;;;;;;;;;;;;
980;6;0.2;0.71;01.июн;0.15;10;54;0.9927;03.дек;0.47;09.авг;5;;;;;;;;;;;;;;;;;;;;;;;;;
981;6;0.19;0.71;01.май;0.152;9;55;0.9927;03.дек;0.46;09.авг;6;;;;;;;;;;;;;;;;;;;;;;;;;
982;07.июл;0.28;0.33;06.июл;0.037;32;155;0.9951;мар.39;0.62;10.июл;7;;;;;;;;;;;;;;;;;;;;;;;;;
983;05.янв;0.39;0.21;01.июл;0.027;15;72;0.9894;03.май;0.45;12.май;6;;;;;;;;;;;;;;;;;;;;;;;;;
984;05.июл;0.36;0.34;04.фев;0.026;21;77;0.9907;мар.41;0.45;11.сен;6;;;;;;;;;;;;;;;;;;;;;;;;;
985;06.сен;0.19;0.33;01.июн;0.043;63;149;0.9925;мар.44;0.52;10.авг;5;;;;;;;;;;;;;;;;;;;;;;;;;
986;6;0.41;0.21;01.сен;0.05;29;122;0.9928;мар.42;0.52;10.май;6;;;;;;;;;;;;;;;;;;;;;;;;;
987;07.апр;0.28;0.3;05.мар;0.054;44;161;0.9941;03.дек;0.48;10.мар;6;;;;;;;;;;;;;;;;;;;;;;;;;
988;07.апр;0.3;0.3;05.фев;0.053;45;163;0.9941;03.дек;0.45;10.мар;6;;;;;;;;;;;;;;;;;;;;;;;;;
989;06.сен;0.19;0.33;01.июн;0.043;63;149;0.9925;мар.44;0.52;10.авг;5;;;;;;;;;;;;;;;;;;;;;;;;;
990;07.июл;0.28;0.39;08.сен;0.036;8;117;0.9935;03.июн;0.38;12;7;;;;;;;;;;;;;;;;;;;;;;;;;
991;08.июн;0.16;0.38;03.апр;0.04;41;143;0.9932;фев.95;0.39;10.фев;6;;;;;;;;;;;;;;;;;;;;;;;;;
992;08.фев;0.26;0.44;01.мар;0.046;7;69;0.9944;мар.14;0.62;10.фев;4;;;;;;;;;;;;;;;;;;;;;;;;;
993;06.май;0.25;0.27;15.фев;0.049;75;217;0.9972;мар.19;0.39;09.сен;5;;;;;;;;;;;;;;;;;;;;;;;;;
994;7;0.24;0.18;01.мар;0.046;9;62;0.994;мар.38;0.47;10.янв;4;;;;;;;;;;;;;;;;;;;;;;;;;
995;08.июн;0.18;0.36;01.авг;0.04;24;187;0.9956;мар.25;0.55;09.май;6;;;;;;;;;;;;;;;;;;;;;;;;;
996;07.авг;0.27;0.34;01.июн;0.046;27;154;0.9927;03.май;0.45;10.май;6;;;;;;;;;;;;;;;;;;;;;;;;;
997;6;0.26;0.34;01.мар;0.046;6;29;0.9924;мар.29;0.63;10.апр;5;;;;;;;;;;;;;;;;;;;;;;;;;
998;06.янв;0.24;0.27;09.авг;0.062;33;152;0.9966;мар.31;0.47;09.май;6;;;;;;;;;;;;;;;;;;;;;;;;;
999;8;0.24;0.3;17.45;0.056;43;184;0.9997;03.май;0.5;09.фев;6;;;;;;;;;;;;;;;;;;;;;;;;;
1000;07.июн;0.21;0.6;02.янв;0.046;47;165;0.9936;03.май;0.54;10.янв;7;;;;;;;;;;;;;;;;;;;;;;;;;
1001;8;0.19;0.36;01.авг;0.05;16;84;0.9936;мар.15;0.45;09.авг;7;;;;;;;;;;;;;;;;;;;;;;;;;
1002;06.апр;0.28;0.41;06.авг;0.045;61;216;0.9952;03.сен;0.46;09.апр;5;;;;;;;;;;;;;;;;;;;;;;;;;
1003;06.апр;0.28;0.43;07.янв;0.045;60;221;0.9952;03.сен;0.45;09.апр;6;;;;;;;;;;;;;;;;;;;;;;;;;
1004;06.сен;0.24;0.39;01.мар;0.063;18;136;0.9928;мар.31;0.48;10.апр;7;;;;;;;;;;;;;;;;;;;;;;;;;
1005;05.авг;0.36;0.26;03.мар;0.038;40;153;0.9911;мар.34;0.55;11.мар;6;;;;;;;;;;;;;;;;;;;;;;;;;
1006;06.июн;0.18;0.28;03.мар;0.044;18;91;0.993;мар.42;0.64;10.авг;6;;;;;;;;;;;;;;;;;;;;;;;;;
1007;05.авг;0.36;0.26;03.мар;0.038;40;153;0.9911;мар.34;0.55;11.мар;6;;;;;;;;;;;;;;;;;;;;;;;;;
1008;05.янв;0.52;0.06;02.июл;0.052;30;79;0.9932;мар.32;0.43;09.мар;5;;;;;;;;;;;;;;;;;;;;;;;;;
1009;06.июн;0.22;0.37;01.фев;0.059;45;199;0.993;мар.37;0.55;10.мар;7;;;;;;;;;;;;;;;;;;;;;;;;;
1010;08.мар;0.15;0.39;01.мар;0.055;32;146;0.993;03.авг;0.39;10.май;6;;;;;;;;;;;;;;;;;;;;;;;;;
1011;07.июн;0.16;0.44;01.апр;0.043;25;109;0.9932;03.ноя;0.75;10.мар;6;;;;;;;;;;;;;;;;;;;;;;;;;
1012;07.июл;0.16;0.41;01.июл;0.048;60;173;0.9932;мар.24;0.66;11.фев;7;;;;;;;;;;;;;;;;;;;;;;;;;
1013;08.мар;0.16;0.48;01.июл;0.057;31;98;0.9943;мар.15;0.41;10.мар;6;;;;;;;;;;;;;;;;;;;;;;;;;
1014;06.фев;0.25;0.47;11.июн;0.048;62;210;0.9968;мар.19;0.5;09.май;5;;;;;;;;;;;;;;;;;;;;;;;;;
1015;06.янв;0.16;0.27;12.июн;0.064;63;162;0.9994;мар.66;0.43;08.сен;5;;;;;;;;;;;;;;;;;;;;;;;;;
1016;07.июн;0.39;0.22;02.авг;0.036;19;113;0.9926;03.мар;0.29;10.фев;5;;;;;;;;;;;;;;;;;;;;;;;;;
1017;06.авг;0.37;0.47;11.фев;0.071;44;136;0.9968;фев.98;0.88;09.фев;5;;;;;;;;;;;;;;;;;;;;;;;;;
1018;07.июн;0.16;0.44;01.апр;0.043;25;109;0.9932;03.ноя;0.75;10.мар;6;;;;;;;;;;;;;;;;;;;;;;;;;
1019;07.янв;0.18;0.42;01.апр;0.045;47;157;0.9916;фев.95;0.31;10.май;6;;;;;;;;;;;;;;;;;;;;;;;;;
1020;08.мар;0.14;0.26;01.май;0.049;56;189;0.9946;мар.21;0.62;09.май;6;;;;;;;;;;;;;;;;;;;;;;;;;
1021;08.июн;0.2;0.42;01.май;0.041;35;125;0.9925;03.ноя;0.49;11.апр;7;;;;;;;;;;;;;;;;;;;;;;;;;
1022;08.июн;0.2;0.42;01.май;0.041;35;125;0.9925;03.ноя;0.49;11.апр;7;;;;;;;;;;;;;;;;;;;;;;;;;
1023;06.авг;0.19;0.32;07.май;0.019;54;188;0.9935;мар.25;0.37;11.янв;8;;;;;;;;;;;;;;;;;;;;;;;;;
1024;07.июн;0.19;0.38;10.июн;0.06;48;174;0.9962;мар.13;0.38;10.май;6;;;;;;;;;;;;;;;;;;;;;;;;;
1025;06.авг;0.34;0.74;02.авг;0.088;23;185;0.9928;мар.51;0.7;12;6;;;;;;;;;;;;;;;;;;;;;;;;;
1026;06.фев;0.15;0.46;01.июн;0.039;38;123;0.993;мар.38;0.51;09.июл;6;;;;;;;;;;;;;;;;;;;;;;;;;
1027;06.июн;0.14;0.44;01.июн;0.042;47;140;0.993;мар.32;0.51;10.фев;6;;;;;;;;;;;;;;;;;;;;;;;;;
1028;8;0.55;0.17;08.фев;0.04;13;60;0.9956;03.сен;0.3;09.май;4;;;;;;;;;;;;;;;;;;;;;;;;;
1029;7;0.24;0.35;01.май;0.052;51;128;0.9941;мар.41;0.59;10.апр;7;;;;;;;;;;;;;;;;;;;;;;;;;
1030;06.мар;0.6;0.44;11;0.05;50;245;0.9972;мар.19;0.57;09.мар;4;;;;;;;;;;;;;;;;;;;;;;;;;
1031;07.янв;0.2;0.41;02.янв;0.054;24;166;0.9948;мар.48;0.62;10.май;6;;;;;;;;;;;;;;;;;;;;;;;;;
1032;06.фев;0.34;0.29;07.июн;0.047;45;232;0.9955;мар.35;0.62;10;6;;;;;;;;;;;;;;;;;;;;;;;;;
1033;07.янв;0.3;0.36;06.авг;0.055;44.5;234;0.9972;мар.49;0.64;10.фев;6;;;;;;;;;;;;;;;;;;;;;;;;;
1034;07.янв;0.3;0.36;06.авг;0.055;44.5;234;0.9972;мар.49;0.64;10.фев;6;;;;;;;;;;;;;;;;;;;;;;;;;
1035;07.сен;0.64;0.46;10.июн;0.244;33;227;0.9983;фев.87;0.74;09.янв;3;;;;;;;;;;;;;;;;;;;;;;;;;
1036;08.авг;0.17;0.38;01.авг;0.04;39;148;0.9942;мар.16;0.67;10.фев;6;;;;;;;;;;;;;;;;;;;;;;;;;
1037;07.май;0.17;0.37;01.май;0.06;18;75;0.9936;мар.54;0.88;10.июл;5;;;;;;;;;;;;;;;;;;;;;;;;;
1038;07.янв;0.47;0.24;6;0.044;11;77;0.9956;мар.21;0.56;09.июл;5;;;;;;;;;;;;;;;;;;;;;;;;;
1039;07.янв;0.15;0.34;05.мар;0.034;33;104;0.9953;мар.37;0.52;09.мар;7;;;;;;;;;;;;;;;;;;;;;;;;;
1040;07.май;0.17;0.34;01.апр;0.035;13;102;0.9918;03.май;0.74;11;5;;;;;;;;;;;;;;;;;;;;;;;;;
1041;08.фев;0.68;0.3;02.янв;0.047;17;138;0.995;мар.22;0.71;10.авг;4;;;;;;;;;;;;;;;;;;;;;;;;;
1042;07.июл;0.275;0.3;1;0.039;19;75;0.992;03.янв;0.56;10.июл;5;;;;;;;;;;;;;;;;;;;;;;;;;
1043;07.мар;0.49;0.32;05.фев;0.043;18;104;0.9952;мар.24;0.45;10.июл;4;;;;;;;;;;;;;;;;;;;;;;;;;
1044;07.май;0.33;0.48;19.45;0.048;55;243;1.001;фев.95;0.4;08.авг;5;;;;;;;;;;;;;;;;;;;;;;;;;
1045;07.фев;0.21;0.37;01.июн;0.049;23;94;0.9924;мар.16;0.48;10.сен;7;;;;;;;;;;;;;;;;;;;;;;;;;
1046;07.мар;0.15;0.4;2;0.05;24;92;0.9932;мар.14;0.45;10.май;5;;;;;;;;;;;;;;;;;;;;;;;;;
1047;06.май;0.19;0.1;01.мар;0.046;23;107;0.9937;мар.29;0.45;10;5;;;;;;;;;;;;;;;;;;;;;;;;;
1048;7;0.31;0.52;01.июл;0.029;5;61;0.9918;03.июл;0.43;10.апр;5;;;;;;;;;;;;;;;;;;;;;;;;;
1049;08.мар;0.4;0.38;01.янв;0.038;15;75;0.9934;03.мар;0.43;09.фев;5;;;;;;;;;;;;;;;;;;;;;;;;;
1050;06.янв;0.37;0.36;04.июл;0.035;36;116;0.991;мар.31;0.62;12.июн;6;;;;;;;;;;;;;;;;;;;;;;;;;
1051;07.мар;0.24;0.34;07.май;0.048;29;152;0.9962;03.янв;0.54;9;5;;;;;;;;;;;;;;;;;;;;;;;;;
1052;06.сен;0.21;0.81;01.янв;0.137;52;123;0.9932;03.мар;0.39;09.фев;6;;;;;;;;;;;;;;;;;;;;;;;;;
1053;07.июн;0.29;0.42;01.мар;0.035;18;86;0.9908;фев.99;0.39;11.мар;5;;;;;;;;;;;;;;;;;;;;;;;;;
1054;09.апр;0.29;0.55;02.фев;0.05;17;119;0.9962;03.дек;0.69;10.мар;4;;;;;;;;;;;;;;;;;;;;;;;;;
1055;7;0.31;0.52;01.июл;0.029;5;61;0.9918;03.июл;0.43;10.апр;5;;;;;;;;;;;;;;;;;;;;;;;;;
1056;08.июн;0.26;0.41;02.фев;0.049;29;111;0.9941;фев.96;0.44;10;5;;;;;;;;;;;;;;;;;;;;;;;;;
1057;07.май;0.21;0.34;01.фев;0.06;26;111;0.9931;мар.51;0.47;10.июл;6;;;;;;;;;;;;;;;;;;;;;;;;;
1058;07.фев;0.51;0.24;10;0.093;35;197;0.9981;мар.41;0.47;9;5;;;;;;;;;;;;;;;;;;;;;;;;;
1059;07.май;0.21;0.34;01.фев;0.06;26;111;0.9931;мар.51;0.47;10.июл;6;;;;;;;;;;;;;;;;;;;;;;;;;
1060;05.мар;0.3;0.2;01.янв;0.077;48;166;0.9944;03.мар;0.54;08.июл;4;;;;;;;;;;;;;;;;;;;;;;;;;
1061;8;0.26;0.36;2;0.054;30;121;0.992;03.сен;0.72;11.июн;7;;;;;;;;;;;;;;;;;;;;;;;;;
1062;7;0.21;0.28;07.май;0.07;45;185;0.9966;мар.34;0.55;09.апр;5;;;;;;;;;;;;;;;;;;;;;;;;;
1063;06.июл;0.26;0.26;4;0.079;35.5;216;0.9956;мар.31;0.68;09.май;5;;;;;;;;;;;;;;;;;;;;;;;;;
1064;06.июл;0.26;0.26;04.янв;0.073;36;202;0.9956;03.мар;0.67;09.май;5;;;;;;;;;;;;;;;;;;;;;;;;;
1065;08.янв;0.26;0.37;01.сен;0.072;48;159;0.9949;мар.37;0.7;10.сен;6;;;;;;;;;;;;;;;;;;;;;;;;;
1066;08.мар;0.22;0.38;14.авг;0.054;32;126;1.0002;мар.22;0.5;09.июл;5;;;;;;;;;;;;;;;;;;;;;;;;;
1067;06.апр;0.3;0.51;05.май;0.048;62;172;0.9942;03.авг;0.45;09.янв;6;;;;;;;;;;;;;;;;;;;;;;;;;
1068;07.май;0.19;0.34;02.июн;0.037;33;125;0.9923;03.янв;0.49;11.янв;7;;;;;;;;;;;;;;;;;;;;;;;;;
1069;08.авг;0.33;0.44;июн.35;0.024;9;87;0.9917;фев.96;0.4;12.июн;7;;;;;;;;;;;;;;;;;;;;;;;;;
1070;06.сен;0.2;0.36;01.май;0.031;38;147;0.9931;мар.35;0.56;11;6;;;;;;;;;;;;;;;;;;;;;;;;;
1071;8;0.37;0.32;01.июн;0.04;32;166;0.992;3;0.55;11.мар;7;;;;;;;;;;;;;;;;;;;;;;;;;
1072;08.мар;0.22;0.38;14.авг;0.054;32;126;1.0002;мар.22;0.5;09.июл;5;;;;;;;;;;;;;;;;;;;;;;;;;
1073;08.фев;0.29;0.33;09.янв;0.036;28;118;0.9953;фев.96;0.4;10.сен;7;;;;;;;;;;;;;;;;;;;;;;;;;
1074;07.июл;0.34;0.3;8;0.048;25;192;0.9951;фев.97;0.47;10.сен;5;;;;;;;;;;;;;;;;;;;;;;;;;
1075;06.фев;0.55;0.45;12;0.049;27;186;0.9974;мар.17;0.5;09.мар;6;;;;;;;;;;;;;;;;;;;;;;;;;
1076;06.апр;0.4;0.19;03.фев;0.033;28;124;0.9904;мар.22;0.54;12.июл;7;;;;;;;;;;;;;;;;;;;;;;;;;
1077;07.май;0.28;0.33;07.июл;0.048;42;180;0.9974;мар.37;0.59;10.янв;6;;;;;;;;;;;;;;;;;;;;;;;;;
1078;07.авг;0.26;0.44;01.мар;0.037;43;132;0.9944;мар.18;0.65;10;5;;;;;;;;;;;;;;;;;;;;;;;;;
1079;06.май;0.26;0.34;16.мар;0.051;56;197;1.0004;мар.49;0.42;09.авг;5;;;;;;;;;;;;;;;;;;;;;;;;;
1080;06.мар;0.34;0.29;06.фев;0.046;29;227;0.9952;мар.29;0.53;10.янв;6;;;;;;;;;;;;;;;;;;;;;;;;;
1081;06.авг;0.15;0.33;04.июл;0.059;31;118;0.9956;мар.43;0.39;9;7;;;;;;;;;;;;;;;;;;;;;;;;;
1082;06.мар;0.27;0.25;05.авг;0.038;52;155;0.995;мар.28;0.38;09.апр;6;;;;;;;;;;;;;;;;;;;;;;;;;
1083;06.мар;0.27;0.25;05.авг;0.038;52;155;0.995;мар.28;0.38;09.апр;6;;;;;;;;;;;;;;;;;;;;;;;;;
1084;07.апр;0.2;0.37;16.95;0.048;43;190;0.9995;03.мар;0.42;09.фев;6;;;;;;;;;;;;;;;;;;;;;;;;;
1085;06.мар;0.23;0.21;05.янв;0.035;29;142;0.9942;мар.36;0.33;10.янв;7;;;;;;;;;;;;;;;;;;;;;;;;;
1086;07.мар;0.31;0.69;10.фев;0.041;58;160;0.9977;03.июн;0.45;08.июн;5;;;;;;;;;;;;;;;;;;;;;;;;;
1087;05.фев;0.24;0.45;03.авг;0.027;21;128;0.992;мар.55;0.49;11.фев;8;;;;;;;;;;;;;;;;;;;;;;;;;
1088;7;0.24;0.32;01.мар;0.037;39;123;0.992;мар.17;0.42;11.фев;8;;;;;;;;;;;;;;;;;;;;;;;;;
1089;07.апр;0.2;0.37;16.95;0.048;43;190;0.9995;03.мар;0.42;09.фев;6;;;;;;;;;;;;;;;;;;;;;;;;;
1090;7;0.17;0.33;4;0.034;17;127;0.9934;мар.19;0.39;10.июн;7;;;;;;;;;;;;;;;;;;;;;;;;;
1091;08.мар;0.21;0.58;17.янв;0.049;62;213;1.0006;03.янв;0.51;09.мар;6;;;;;;;;;;;;;;;;;;;;;;;;;
1092;07.фев;0.21;0.35;14.май;0.048;35;178;0.9982;03.май;0.47;08.сен;6;;;;;;;;;;;;;;;;;;;;;;;;;
1093;07.янв;0.21;0.4;01.фев;0.069;24;156;0.9928;мар.42;0.43;10.июн;6;;;;;;;;;;;;;;;;;;;;;;;;;
1094;08.апр;0.17;0.31;06.июл;0.038;29;132;0.9945;03.янв;0.32;10.июн;7;;;;;;;;;;;;;;;;;;;;;;;;;
1095;07.апр;0.24;0.31;08.апр;0.045;52;183;0.9963;03.сен;0.32;08.авг;5;;;;;;;;;;;;;;;;;;;;;;;;;
1096;05.мар;0.24;0.33;01.мар;0.033;25;97;0.9906;мар.59;0.38;11;8;;;;;;;;;;;;;;;;;;;;;;;;;
1097;06.май;0.28;0.26;08.авг;0.04;44;139;0.9956;мар.32;0.37;10.фев;6;;;;;;;;;;;;;;;;;;;;;;;;;
1098;06.мар;0.23;0.21;05.янв;0.035;29;142;0.9942;мар.36;0.33;10.янв;7;;;;;;;;;;;;;;;;;;;;;;;;;
1099;06.май;0.29;0.25;10.июн;0.039;32;120;0.9962;мар.31;0.34;10.янв;6;;;;;;;;;;;;;;;;;;;;;;;;;
1100;05.авг;0.29;0.21;02.июн;0.025;12;120;0.9894;мар.39;0.79;14;7;;;;;;;;;;;;;;;;;;;;;;;;;
1101;06.мар;0.27;0.25;05.авг;0.038;52;155;0.995;мар.28;0.38;09.апр;6;;;;;;;;;;;;;;;;;;;;;;;;;
1102;06.мар;0.17;0.42;02.авг;0.028;45;107;0.9908;мар.27;0.43;11.авг;6;;;;;;;;;;;;;;;;;;;;;;;;;
1103;06.мар;0.16;0.4;01.июн;0.033;59;148;0.9914;мар.44;0.53;11.апр;5;;;;;;;;;;;;;;;;;;;;;;;;;
1104;07.сен;0.29;0.39;06.июл;0.036;6;117;0.9938;03.дек;0.42;10.июл;5;;;;;;;;;;;;;;;;;;;;;;;;;
1105;07.мар;0.31;0.69;10.фев;0.041;58;160;0.9977;03.июн;0.45;08.июн;5;;;;;;;;;;;;;;;;;;;;;;;;;
1106;05.май;0.32;0.45;04.сен;0.028;25;191;0.9922;мар.51;0.49;11.май;7;;;;;;;;;;;;;;;;;;;;;;;;;
1107;05.фев;0.24;0.45;03.авг;0.027;21;128;0.992;мар.55;0.49;11.фев;8;;;;;;;;;;;;;;;;;;;;;;;;;
1108;07.фев;0.37;0.15;2;0.029;27;87;0.9903;03.мар;0.59;12.июн;7;;;;;;;;;;;;;;;;;;;;;;;;;
1109;06.янв;0.29;0.27;01.июл;0.024;13;76;0.9893;мар.21;0.51;12.июн;7;;;;;;;;;;;;;;;;;;;;;;;;;
1110;09.фев;0.22;0.4;02.апр;0.054;18;151;0.9952;03.апр;0.46;09.мар;4;;;;;;;;;;;;;;;;;;;;;;;;;
1111;07.фев;0.37;0.15;2;0.029;27;87;0.9903;03.мар;0.59;12.июн;7;;;;;;;;;;;;;;;;;;;;;;;;;
1112;8;0.18;0.37;01.мар;0.04;15;96;0.9912;03.июн;0.61;12.янв;6;;;;;;;;;;;;;;;;;;;;;;;;;
1113;06.май;0.22;0.34;12;0.053;55;177;0.9983;мар.52;0.44;09.сен;6;;;;;;;;;;;;;;;;;;;;;;;;;
1114;07.апр;0.18;0.4;01.июн;0.047;22;102;0.9937;мар.28;0.44;10.июл;5;;;;;;;;;;;;;;;;;;;;;;;;;
1115;06.май;0.52;0.17;01.апр;0.047;5;26;0.9932;мар.26;0.32;10;4;;;;;;;;;;;;;;;;;;;;;;;;;
1116;7;0.15;0.38;02.фев;0.047;33;96;0.9928;мар.13;0.39;10.апр;8;;;;;;;;;;;;;;;;;;;;;;;;;
1117;05.сен;0.415;0.13;01.апр;0.04;11;64;0.9922;мар.29;0.52;10.май;5;;;;;;;;;;;;;;;;;;;;;;;;;
1118;08.янв;0.45;0.34;08.мар;0.037;33;216;0.9976;мар.31;0.64;09.июл;5;;;;;;;;;;;;;;;;;;;;;;;;;
1119;05.авг;0.415;0.13;01.апр;0.04;11;64;0.9922;мар.29;0.52;10.май;5;;;;;;;;;;;;;;;;;;;;;;;;;
1120;06.апр;0.5;0.16;12.сен;0.042;26;138;0.9974;мар.28;0.33;9;5;;;;;;;;;;;;;;;;;;;;;;;;;
1121;06.июл;0.105;0.32;12.апр;0.051;34;106;0.998;мар.54;0.45;09.фев;6;;;;;;;;;;;;;;;;;;;;;;;;;
1122;6;0.4;0.3;01.июн;0.047;30;117;0.9931;мар.17;0.48;10.янв;6;;;;;;;;;;;;;;;;;;;;;;;;;
1123;06.июн;0.25;0.39;янв.45;0.04;40;89;0.9911;мар.35;0.4;11.апр;7;;;;;;;;;;;;;;;;;;;;;;;;;
1124;09.авг;0.36;0.45;01.июн;0.042;11;124;0.9944;фев.93;0.46;10.авг;5;;;;;;;;;;;;;;;;;;;;;;;;;
1125;09.июн;0.23;0.4;01.май;0.044;19;135;0.9937;фев.96;0.49;10.сен;5;;;;;;;;;;;;;;;;;;;;;;;;;
1126;06.мар;0.55;0.45;13;0.047;33;182;0.9974;03.фев;0.46;09.фев;6;;;;;;;;;;;;;;;;;;;;;;;;;
1127;06.май;0.115;0.29;янв.95;0.038;73;166;0.989;03.дек;0.25;12.сен;7;;;;;;;;;;;;;;;;;;;;;;;;;
1128;06.апр;0.125;0.29;май.85;0.042;24;99;0.992;мар.23;0.32;12;7;;;;;;;;;;;;;;;;;;;;;;;;;
1129;05.июл;0.1;0.27;01.мар;0.047;21;100;0.9928;мар.27;0.46;09.май;5;;;;;;;;;;;;;;;;;;;;;;;;;
1130;07.сен;0.25;0.29;05.мар;0.031;33;117;0.9918;03.июн;0.32;11.авг;7;;;;;;;;;;;;;;;;;;;;;;;;;
1131;06.сен;0.2;0.28;01.фев;0.048;36;159;0.9936;мар.19;0.43;09.янв;6;;;;;;;;;;;;;;;;;;;;;;;;;
1132;06.сен;0.23;0.34;4;0.047;24;128;0.9944;03.фев;0.52;09.июл;6;;;;;;;;;;;;;;;;;;;;;;;;;
1133;06.авг;0.39;0.31;14.35;0.043;28;162;0.9988;мар.17;0.54;09.янв;5;;;;;;;;;;;;;;;;;;;;;;;;;
1134;08.июл;0.22;0.42;02.мар;0.053;27;114;0.994;фев.99;0.43;10;5;;;;;;;;;;;;;;;;;;;;;;;;;
1135;07.апр;0.41;0.34;04.июл;0.042;19;127;0.9953;мар.25;0.42;10.апр;5;;;;;;;;;;;;;;;;;;;;;;;;;
1136;06.июл;0.25;0.34;дек.85;0.048;30;161;0.9986;мар.44;0.47;09.май;6;;;;;;;;;;;;;;;;;;;;;;;;;
1137;6;0.26;0.42;05.фев;0.027;70;178;0.9914;03.апр;0.4;12.мар;8;;;;;;;;;;;;;;;;;;;;;;;;;
1138;06.янв;0.31;0.37;08.апр;0.031;70;170;0.9934;мар.42;0.4;11.июл;8;;;;;;;;;;;;;;;;;;;;;;;;;
1139;09.фев;0.28;0.46;03.фев;0.058;39;133;0.996;мар.14;0.58;09.май;5;;;;;;;;;;;;;;;;;;;;;;;;;
1140;9;0.31;0.49;06.сен;0.034;26;91;0.9937;фев.99;0.34;11.май;5;;;;;;;;;;;;;;;;;;;;;;;;;
1141;08.май;0.16;0.33;1;0.076;17;57;0.9921;мар.14;0.46;10.июн;6;;;;;;;;;;;;;;;;;;;;;;;;;
1142;09.мар;0.34;0.49;07.мар;0.052;30;146;0.998;мар.17;0.61;10.фев;5;;;;;;;;;;;;;;;;;;;;;;;;;
1143;09.фев;0.28;0.46;03.фев;0.058;39;133;0.996;мар.14;0.58;09.май;5;;;;;;;;;;;;;;;;;;;;;;;;;
1144;07.фев;0.24;0.3;01.июн;0.048;27;131;0.9933;мар.25;0.45;10.май;5;;;;;;;;;;;;;;;;;;;;;;;;;
1145;07.фев;0.25;0.32;01.май;0.047;27;132;0.9933;мар.26;0.44;10.май;5;;;;;;;;;;;;;;;;;;;;;;;;;
1146;06.авг;0.32;0.18;07.май;0.041;71;223;0.9959;мар.14;0.41;08.сен;5;;;;;;;;;;;;;;;;;;;;;;;;;
1147;09.янв;0.27;0.32;01.янв;0.031;15;151;0.9936;03.мар;0.41;10.июн;5;;;;;;;;;;;;;;;;;;;;;;;;;
1148;08.сен;0.34;0.32;01.мар;0.041;12;188;0.9953;мар.17;0.49;09.май;5;;;;;;;;;;;;;;;;;;;;;;;;;
1149;7;0.17;0.37;05.июл;0.025;29;111;0.9938;03.фев;0.49;10.авг;6;;;;;;;;;;;;;;;;;;;;;;;;;
1150;06.июл;0.25;0.23;07.фев;0.038;61;220;0.9952;мар.14;0.35;09.май;5;;;;;;;;;;;;;;;;;;;;;;;;;
1151;06.сен;0.32;0.17;07.июн;0.042;69;219;0.9959;мар.13;0.4;08.сен;5;;;;;;;;;;;;;;;;;;;;;;;;;
1152;06.авг;0.32;0.18;07.май;0.041;71;223;0.9959;мар.14;0.41;08.сен;5;;;;;;;;;;;;;;;;;;;;;;;;;
1153;06.янв;0.6;0;01.мар;0.042;24;79;0.9937;мар.31;0.38;09.апр;4;;;;;;;;;;;;;;;;;;;;;;;;;
1154;05.мар;0.395;0.07;01.мар;0.035;26;102;0.992;03.май;0.35;10.июн;6;;;;;;;;;;;;;;;;;;;;;;;;;
1155;07.сен;0.16;0.3;04.авг;0.037;37;171;0.9967;мар.47;0.44;9;4;;;;;;;;;;;;;;;;;;;;;;;;;
1156;07.июн;0.33;0.36;02.янв;0.034;26;172;0.9944;мар.42;0.48;10.май;4;;;;;;;;;;;;;;;;;;;;;;;;;
1157;07.авг;0.3;0.29;16.85;0.054;23;135;0.9998;мар.16;0.38;9;6;;;;;;;;;;;;;;;;;;;;;;;;;
1158;07.авг;0.3;0.29;16.85;0.054;23;135;0.9998;мар.16;0.38;9;6;;;;;;;;;;;;;;;;;;;;;;;;;
1159;05.июл;0.26;0.27;04.янв;0.201;73.5;189.5;0.9942;мар.27;0.38;09.апр;6;;;;;;;;;;;;;;;;;;;;;;;;;
1160;07.авг;0.3;0.29;16.85;0.054;23;135;0.9998;мар.16;0.38;9;6;;;;;;;;;;;;;;;;;;;;;;;;;
1161;07.май;0.14;0.34;01.мар;0.055;50;153;0.9945;мар.29;0.8;09.июн;6;;;;;;;;;;;;;;;;;;;;;;;;;
1162;07.авг;0.3;0.29;16.85;0.054;23;135;0.9998;мар.16;0.38;9;6;;;;;;;;;;;;;;;;;;;;;;;;;
1163;06.июн;0.25;0.41;07.апр;0.043;29;151;0.9946;мар.15;0.6;10.фев;7;;;;;;;;;;;;;;;;;;;;;;;;;
